cluster_id,morph_type,n,hull_ar,scatter_ar,linearity,pair_axial_R,arbin
10663,Type1,6,1.7096557334175926,1.6189424356394293,0.7238312587826417,0.3020840530780145,"(1.5, 2.0]"
10665,Type0,5,2.3603645923813996,2.06870683300986,0.8105898445476694,0.42929163221379113,"(2.0, 2.5]"
10666,Type1,5,1.2219878563565814,1.449206713248542,0.6774401753183805,0.23821364867732414,"(1.0, 1.5]"
10668,Type0,6,3.2975146696237516,3.564694139758239,0.9270448116032938,0.6920630914802627,"(3.0, 4.0]"
10671,Type1,7,1.3766350544198236,1.4136869996987682,0.6665011326270596,0.16183945779278774,"(1.0, 1.5]"
10672,Type1,17,1.892423646736824,2.2845704949454224,0.8392092270262825,0.35111169312954355,"(1.5, 2.0]"
10674,Type1,13,2.02123041993668,1.9701193150545417,0.7951394841349524,0.38606511289505197,"(2.0, 2.5]"
10677,Type0,5,4.782534318521214,4.823091700767309,0.9587836452855433,0.5646341028674099,"(4.0, 10.0]"
10678,Type1,5,1.6457654645678557,2.1688282586710956,0.8246787769340415,0.39404173360064665,"(1.5, 2.0]"
10679,Type0,6,2.616368554305007,2.3081610805852515,0.8419623865234181,0.413372727814446,"(2.5, 3.0]"
10680,Type1,37,1.8965330957792568,2.382203088303911,0.8501848319300376,0.38003866057936453,"(1.5, 2.0]"
10684,Type0,8,2.8673030825120205,2.7397602592271597,0.8824398841852331,0.4245697765722533,"(2.5, 3.0]"
10685,Type1,12,1.2849761593043871,1.0859055724045956,0.5411140922022634,0.055359948002566016,"(1.0, 1.5]"
10689,Type1,7,2.743524109665024,2.9114472200925614,0.8944760860200404,0.5633451058471435,"(2.5, 3.0]"
10691,Type1,15,1.2411172133375932,1.4477115958256397,0.6769889024027596,0.27232996237616885,"(1.0, 1.5]"
10693,Type1,28,1.3261743975538334,1.457589295331274,0.6799556089585462,0.24366007759235092,"(1.0, 1.5]"
10696,Type1,15,1.81047653562492,1.7214054941699877,0.7476809912075938,0.1818433041708827,"(1.5, 2.0]"
10703,Type1,8,1.8211414125186136,1.919764773170633,0.7865754591168872,0.33822117015327324,"(1.5, 2.0]"
10705,Type1,36,1.3343736497467058,1.3176593192657333,0.6345331233017958,0.12361815183179402,"(1.0, 1.5]"
10706,Type1,12,1.4304854979011017,2.1647679098869226,0.8241362483746469,0.4381279642595568,"(1.0, 1.5]"
10707,Type1,16,1.3455708366192185,2.1392322933311183,0.8206700957532548,0.4891776576500799,"(1.0, 1.5]"
10708,Type0,7,3.5750765903759754,3.5817450691578028,0.9276876567626962,0.6450828881148132,"(3.0, 4.0]"
10712,Type1,12,1.5165110939787438,1.718130654140383,0.7469618304594173,0.27593326910548466,"(1.5, 2.0]"
10713,Type1,7,2.32072839390942,2.177006990349375,0.8257645280547706,0.3517381806485482,"(2.0, 2.5]"
10716,Type0,5,5.934777249566487,5.128504461701634,0.963372053730471,0.7079556112701578,"(4.0, 10.0]"
10720,Type1,28,2.026271702659936,2.2448652797299253,0.8344211895437713,0.42079034315140307,"(2.0, 2.5]"
10722,Type1,6,1.97611919811961,2.0797905331211455,0.8122252148975891,0.23609811836229552,"(1.5, 2.0]"
10723,Type1,11,1.5606946695827806,1.350342081477011,0.645820077626809,0.11920378388950245,"(1.5, 2.0]"
10724,Type1,31,1.1320451475995736,1.2107033025327827,0.594452513788954,0.08764526799929039,"(1.0, 1.5]"
10727,Type1,9,1.245652995282719,1.6041685767239848,0.7201510933109776,0.2052434615632946,"(1.0, 1.5]"
