"block","r","obs","lo","hi"
1,336,328.261290312693,-4.47243537169197,4.33189743267076
1,360,334.147254696156,-3.81310589056488,4.9218722695407
1,384,339.397545903377,-4.18667923815718,4.46440188148944
1,408,344.451407591379,-4.85017189051479,4.68218695431995
1,432,348.726966381843,-5.17599313485391,4.67132978907449
1,456,353.098343528955,-5.34167960384127,4.66655216044478
1,480,357.425254371334,-5.44874374975154,4.80913933090295
1,504,361.258725552722,-5.49882698822933,5.17060140855381
1,528,366.149265743059,-5.76364487663261,5.34327028391078
1,552,370.615985322109,-6.10197226826267,5.68219385889131
1,576,375.02144583542,-6.34916158502961,5.67734037964567
1,600,378.808831490789,-6.56243944665255,5.94333333563725
1,624,382.524425501605,-6.57113315432218,5.91293736767796
1,648,386.05799181288,-6.96515759673218,6.48217276687808
1,672,389.673598345672,-7.85039963950965,6.77284161105331
1,696,393.141020876964,-8.10336445234452,6.89265044778676
1,720,396.328022728306,-8.04645904959136,7.5804607111595
1,744,399.297863279173,-8.51774794461903,7.8565765504386
1,768,401.72463648669,-8.71069450072832,8.22066531904113
1,792,403.487609316862,-8.86094403487891,8.51749788928953
1,816,404.992514564271,-9.21467327018979,8.97561939798811
1,840,406.696058118081,-9.56087077052689,9.02502660966718
1,864,407.954995483441,-9.90869047640683,8.89096430507141
1,888,408.514353522581,-10.33134407164,9.52073885547691
1,912,408.074769217273,-10.7341353500569,9.36885708069667
1,936,407.04927797151,-10.7781773747832,9.54450990809153
1,960,406.63381217265,-10.9904584810619,10.2330717410714
1,984,406.305160899386,-11.1955031676596,10.2808931072918
1,1008,405.138501315245,-11.2049062698469,10.1832333574545
1,1032,404.193045870102,-11.9139134366006,10.4574408073113
1,1056,403.381567172157,-12.0254457874009,10.8922080778816
1,1080,402.034440570826,-12.0675346637424,11.2120265040562
1,1104,400.950590797538,-11.9869075440211,11.1180506388619
1,1128,400.259685630818,-12.5182189947718,10.7281600332431
1,1152,399.38092762245,-12.7813059381865,10.8163457313831
1,1176,397.571752726313,-13.0003493023198,10.7752874980868
1,1200,395.593899702345,-13.277348562721,10.865549856486
1,1224,393.979411941696,-13.3512816214361,10.8647472006448
1,1248,392.340955622885,-13.4549018332102,10.9420839910706
1,1272,390.620812982357,-13.7573188909905,11.2900038688299
1,1296,388.634782701212,-14.1894087277799,11.3088128790673
1,1320,386.845261949591,-14.7343266087919,11.3965371935033
1,1344,385.189668089527,-14.7356630407653,11.6295825421078
1,1368,383.909612466116,-14.9644048403227,11.4718812670103
1,1392,382.779473579461,-15.1512424723853,11.5264157327877
1,1416,380.999936388191,-15.3163551937016,11.6104550466534
1,1440,379.42218511597,-15.7375354039525,11.6247312476783
1,1464,377.807275755418,-16.1469650065978,11.7889760735668
1,1488,376.508170149007,-16.4494968306897,11.594746495038
1,1512,375.694721307927,-16.6316915132245,11.8208917533632
1,1536,374.612675036046,-16.9994002247929,12.0859731577004
1,1560,373.083730511559,-17.1651736949086,12.4597149376116
1,1584,371.854743991592,-17.3415850637509,12.8121419666109
1,1608,370.131230060134,-17.3454890126943,12.8110346123078
1,1632,368.465257545679,-17.2841253895256,13.105034044612
1,1656,367.491242030933,-17.5820594026286,13.2560498909183
1,1680,366.708534827532,-17.8235663542762,13.5866180163462
1,1704,365.635605944618,-18.1214075681382,13.9256893106483
1,1728,364.420276269103,-18.6583279686558,14.4516512713978
1,1752,362.720406674339,-18.7307410057315,14.370562354
1,1776,361.100504995091,-18.7128699332911,14.4038576600326
1,1800,359.510045354888,-18.6999994279179,14.6877129542909
1,1824,358.355207754428,-19.0193965579801,14.9195664613401
1,1848,357.62778892026,-19.2609725369414,15.009935527821
1,1872,356.221974466759,-19.4804810847954,15.0495022400248
1,1896,354.613326540939,-19.8523147760948,15.2131251282628
1,1920,352.958908426509,-20.0670518250338,15.2478487881604
1,1944,351.392103580466,-20.204715837933,15.3318254587721
1,1968,349.362660297396,-20.4570979886596,15.7349409529588
1,1992,347.725555781144,-20.3053698907829,15.928766809418
1,2016,345.847836287231,-20.3419161896097,15.9750340106546
2,0,0,0,0
2,24,146.786105825509,-1.37214753328695,0.896336820777115
2,48,186.947880360289,-1.49143544609056,0.672215233754322
2,72,206.555392659373,-1.6934904667723,1.75076467029645
2,96,218.414857745462,-1.76270759935386,1.83684718863202
2,120,229.075240795959,-1.59798025431901,1.87973795218056
2,144,239.659567250979,-1.47803998580468,2.12371145690844
2,168,249.026673511717,-2.0574478034126,1.91680046641028
2,192,257.126537895588,-2.27603216673447,1.95581091106081
2,216,265.340194282006,-2.62468381025286,1.74459867527926
2,240,273.384183487258,-2.92073861270444,2.02173913477472
